customerid,is_male,is_senior,has_partner,has_dependents,tenure,has_phone_service,has_multiple_lines,internetservice,has_internet,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,is_paperless,paymentmethod,monthlycharges,totalcharges,churn
5701-SVCWR,f,f,f,t,1,t,t,No,f,,,,,,,Month-to-month,f,Mailed check,24.00,24.00,f
3129-AAQOU,f,f,t,t,19,t,t,No,f,,,,,,,Two year,f,Mailed check,25.60,485.90,f
4922-CVPDX,f,f,t,f,26,t,f,DSL,t,No,Yes,Yes,No,Yes,Yes,Two year,t,Credit card (automatic),73.50,1905.70,f
1396-QWFBJ,f,f,t,t,21,t,f,Fiber optic,t,No,Yes,No,No,No,No,Month-to-month,t,Bank transfer (automatic),74.05,1565.70,t
1357-BIJKI,t,f,t,f,50,t,t,Fiber optic,t,No,Yes,No,No,Yes,Yes,One year,t,Electronic check,98.25,4858.70,f
1099-BTKWT,f,f,t,f,68,f,,DSL,t,Yes,No,Yes,No,Yes,Yes,One year,t,Electronic check,54.40,3723.65,f
5299-SJCZT,t,f,f,f,3,t,t,Fiber optic,t,No,No,Yes,No,Yes,Yes,Month-to-month,t,Bank transfer (automatic),101.55,298.35,t
2018-PZKMU,t,f,t,t,9,t,f,Fiber optic,t,No,No,Yes,Yes,Yes,Yes,Month-to-month,f,Electronic check,103.10,970.45,f
7340-KEFQE,f,f,t,t,51,f,,DSL,t,Yes,No,No,Yes,No,No,Two year,f,Bank transfer (automatic),34.20,1782.00,f
4570-QHXHL,f,f,f,f,9,t,f,DSL,t,No,No,No,No,No,No,Month-to-month,t,Electronic check,43.75,405.70,f
2403-BCASL,t,t,t,t,41,t,t,Fiber optic,t,No,Yes,Yes,Yes,Yes,Yes,One year,t,Electronic check,111.95,4534.90,t
7392-YYPYJ,t,f,f,f,22,t,t,Fiber optic,t,No,Yes,No,No,Yes,Yes,Month-to-month,t,Electronic check,100.65,2415.95,f
2898-LSJGD,f,f,t,t,21,f,,DSL,t,Yes,No,Yes,No,Yes,Yes,One year,t,Electronic check,55.95,1157.05,t
2223-GDSHL,t,f,t,t,71,t,t,Fiber optic,t,Yes,Yes,Yes,Yes,Yes,Yes,Two year,t,Bank transfer (automatic),116.05,8297.50,f
7359-PTSXY,t,f,f,f,1,t,f,DSL,t,No,No,No,No,No,No,Month-to-month,f,Electronic check,45.75,45.75,t
9470-RTWDV,t,f,t,t,26,t,t,DSL,t,No,No,Yes,Yes,Yes,Yes,One year,t,Credit card (automatic),82.00,2083.10,f
2176-OSJUV,t,f,t,f,71,t,t,DSL,t,Yes,Yes,No,Yes,No,No,Two year,f,Bank transfer (automatic),65.15,4681.75,f
9348-YVOMK,t,f,f,f,4,t,f,DSL,t,No,No,No,No,No,No,Month-to-month,t,Credit card (automatic),44.80,176.20,f
8104-OSKWT,f,f,f,f,12,t,t,Fiber optic,t,Yes,No,No,No,No,No,Month-to-month,t,Electronic check,79.80,1001.20,f
4521-YEEHE,f,f,t,f,18,t,t,Fiber optic,t,No,No,No,Yes,Yes,No,Month-to-month,t,Electronic check,88.85,1594.75,f
4090-KPJIP,f,f,f,f,3,t,t,Fiber optic,t,No,No,No,No,No,No,Month-to-month,t,Electronic check,74.95,212.40,f
3786-WOVKF,f,t,t,f,72,t,t,Fiber optic,t,Yes,Yes,No,No,Yes,Yes,One year,t,Bank transfer (automatic),106.85,7677.40,f
4503-BDXBD,t,f,f,f,11,t,f,Fiber optic,t,No,Yes,No,No,No,No,Month-to-month,f,Electronic check,74.95,815.50,t
6086-ESGRL,f,f,f,f,1,t,f,Fiber optic,t,No,No,No,No,No,Yes,Month-to-month,f,Credit card (automatic),80.15,80.15,t
2592-HODOV,t,f,f,f,13,t,f,No,f,,,,,,,One year,f,Credit card (automatic),19.30,259.65,f
3886-CERTZ,f,f,t,f,72,t,t,Fiber optic,t,No,Yes,Yes,Yes,Yes,Yes,One year,t,Electronic check,109.25,8109.80,t
7995-ZHHNZ,t,f,t,f,42,t,t,DSL,t,Yes,No,No,No,No,No,One year,f,Credit card (automatic),56.10,2386.85,f
3824-RHKVR,f,f,f,f,17,t,f,No,f,,,,,,,Month-to-month,f,Credit card (automatic),19.70,340.35,f
5816-SCGFC,f,t,f,f,7,t,f,DSL,t,No,Yes,No,No,No,No,Month-to-month,t,Mailed check,51.30,419.35,f
5989-AXPUC,f,f,t,f,68,t,t,Fiber optic,t,Yes,Yes,Yes,Yes,Yes,Yes,Two year,f,Mailed check,118.60,7990.05,f
4979-HPRFL,t,f,t,t,56,t,t,No,f,,,,,,,Two year,f,Bank transfer (automatic),24.15,1402.25,f
8590-OHDIW,f,f,t,t,38,t,f,No,f,,,,,,,One year,f,Mailed check,20.30,749.35,f
8015-IHCGW,f,f,t,t,72,t,t,Fiber optic,t,Yes,Yes,Yes,Yes,Yes,Yes,Two year,t,Electronic check,115.50,8425.15,f
2332-TODQS,f,f,f,f,48,t,t,No,f,,,,,,,One year,f,Credit card (automatic),25.05,1171.50,f
9278-VZKCD,f,t,t,f,52,t,t,Fiber optic,t,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,t,Electronic check,109.10,5647.95,f
8008-OTEZX,f,f,t,t,35,t,f,No,f,,,,,,,One year,f,Mailed check,19.65,708.80,f
2773-OVBPK,t,f,t,f,67,t,t,Fiber optic,t,No,Yes,Yes,Yes,Yes,Yes,Two year,t,Bank transfer (automatic),111.30,7567.20,f
5999-LCXAO,f,f,f,f,1,f,,DSL,t,Yes,No,No,No,No,No,Month-to-month,f,Mailed check,29.90,29.90,f
5206-XZZQI,t,f,f,f,53,t,f,Fiber optic,t,No,Yes,No,Yes,No,No,Month-to-month,t,Mailed check,80.60,4348.10,f
4803-LBYPN,t,f,t,t,34,t,f,No,f,,,,,,,Month-to-month,f,Mailed check,20.80,635.90,f
5759-RCVCB,f,f,f,f,3,f,,DSL,t,No,No,No,No,Yes,No,Month-to-month,f,Credit card (automatic),35.20,108.95,t
6372-RFVNS,f,f,t,f,1,t,f,Fiber optic,t,No,No,No,No,Yes,No,Month-to-month,f,Electronic check,78.80,78.80,t
2139-FQHLM,t,f,f,f,19,t,f,Fiber optic,t,No,No,Yes,Yes,Yes,No,Month-to-month,f,Mailed check,89.95,1682.40,f
8261-GWDBQ,f,t,t,f,60,t,t,Fiber optic,t,Yes,Yes,Yes,Yes,Yes,Yes,Two year,t,Bank transfer (automatic),116.05,6925.90,f
1093-YSWCA,t,f,f,f,11,t,f,No,f,,,,,,,Two year,f,Credit card (automatic),19.55,223.15,f
8938-UMKPI,f,f,f,f,47,t,t,Fiber optic,t,No,Yes,Yes,No,Yes,Yes,Month-to-month,t,Electronic check,106.40,5127.95,t
0991-BRRFB,t,f,f,f,18,t,f,DSL,t,Yes,No,No,No,No,No,Month-to-month,f,Electronic check,49.40,874.80,t
3882-IYOIJ,f,f,t,t,60,t,t,Fiber optic,t,Yes,Yes,Yes,Yes,Yes,Yes,Two year,f,Credit card (automatic),115.25,6758.45,f
8749-TZYEC,t,f,t,f,72,t,t,No,f,,,,,,,Two year,f,Credit card (automatic),24.80,1874.30,f
1755-FZQEC,t,f,f,f,39,t,f,No,f,,,,,,,One year,f,Mailed check,19.90,791.15,f
3115-JPJDD,f,f,t,f,59,t,f,Fiber optic,t,Yes,No,Yes,No,No,No,One year,t,Credit card (automatic),81.25,4639.45,f
5600-KTXFM,t,f,t,t,2,t,f,Fiber optic,t,No,No,No,No,No,No,Month-to-month,f,Mailed check,69.95,143.90,f
3871-IKPYH,t,t,f,f,1,t,f,Fiber optic,t,No,No,No,No,No,No,Month-to-month,f,Electronic check,69.10,69.10,t
6319-IEJWJ,t,f,t,t,20,t,f,Fiber optic,t,No,No,No,No,Yes,Yes,Month-to-month,t,Electronic check,90.20,1776.55,t
9025-AOMKI,f,f,f,f,6,t,t,Fiber optic,t,No,No,No,No,Yes,Yes,Month-to-month,t,Bank transfer (automatic),93.55,536.40,t
6339-TBELP,t,f,f,f,71,t,t,Fiber optic,t,No,No,Yes,Yes,No,No,Two year,t,Credit card (automatic),86.40,6172.00,f
7964-YESJC,f,f,t,f,24,t,t,DSL,t,Yes,Yes,Yes,No,No,No,Month-to-month,f,Mailed check,66.30,1559.45,f
6173-GOLSU,t,t,t,f,67,t,t,Fiber optic,t,No,No,No,No,Yes,Yes,Month-to-month,t,Credit card (automatic),94.65,6079.00,f
5275-SQEIZ,t,f,f,f,1,t,f,Fiber optic,t,No,No,No,No,No,Yes,Month-to-month,t,Mailed check,80.85,80.85,t
7716-YTYHG,f,f,t,t,48,t,t,Fiber optic,t,No,No,No,No,No,Yes,One year,t,Mailed check,82.05,4029.95,t
9938-ZREHM,f,f,t,f,37,t,t,DSL,t,No,Yes,No,Yes,No,Yes,One year,f,Mailed check,72.10,2658.40,f
7950-XWOVN,t,f,f,f,11,f,,DSL,t,No,Yes,Yes,No,No,No,Month-to-month,f,Mailed check,34.70,383.55,f
4390-KYULV,t,f,t,f,3,t,f,No,f,,,,,,,Month-to-month,t,Credit card (automatic),20.55,51.15,t
4647-MUZON,f,f,t,f,18,t,f,Fiber optic,t,No,No,Yes,No,Yes,Yes,Month-to-month,t,Credit card (automatic),95.95,1745.50,f
9702-AIUJO,t,f,t,t,50,t,f,DSL,t,No,No,No,No,No,No,One year,t,Bank transfer (automatic),44.80,2230.85,f
8849-PRIQJ,f,f,t,t,67,t,t,Fiber optic,t,Yes,No,Yes,Yes,Yes,Yes,One year,t,Electronic check,109.40,7281.60,f
8851-RAGOV,f,f,t,f,25,t,f,DSL,t,Yes,Yes,No,Yes,No,Yes,Month-to-month,t,Mailed check,71.05,1837.70,f
1304-NECVQ,f,t,f,f,2,t,t,Fiber optic,t,No,No,Yes,No,No,No,Month-to-month,t,Electronic check,78.55,149.55,t
5396-IZEPB,t,f,f,f,9,t,f,No,f,,,,,,,Month-to-month,f,Credit card (automatic),19.70,180.70,f
1729-VLAZJ,f,f,f,t,10,f,,DSL,t,Yes,Yes,No,Yes,No,No,One year,f,Mailed check,40.25,411.45,f
8285-ABVLB,f,f,t,f,70,t,f,No,f,,,,,,,Two year,f,Credit card (automatic),19.85,1328.35,f
0701-TJSEF,t,f,f,f,9,t,f,DSL,t,Yes,No,Yes,Yes,No,Yes,Month-to-month,t,Bank transfer (automatic),68.25,576.95,f
5712-VBOXD,f,f,f,f,4,t,f,No,f,,,,,,,Month-to-month,t,Credit card (automatic),20.15,68.45,f
6629-LADHQ,f,f,f,f,2,t,f,DSL,t,Yes,No,No,No,No,No,Month-to-month,f,Mailed check,50.95,123.05,f
8945-GRKHX,f,f,f,t,1,t,f,Fiber optic,t,No,No,No,No,No,Yes,Month-to-month,f,Electronic check,78.65,78.65,t
1559-DTODC,t,f,f,f,19,f,,DSL,t,No,No,No,No,No,No,Month-to-month,t,Bank transfer (automatic),25.15,468.35,f
4797-MIWUM,t,f,t,t,7,t,f,No,f,,,,,,,Month-to-month,t,Bank transfer (automatic),20.25,174.70,f
6959-UWKHF,t,f,f,f,1,t,f,DSL,t,No,No,No,No,No,No,Month-to-month,t,Electronic check,42.90,42.90,t
8720-RQSBJ,t,t,f,f,1,t,f,DSL,t,No,No,No,No,No,No,Month-to-month,f,Electronic check,44.00,44.00,f
4537-CIBHB,f,f,t,t,9,t,f,No,f,,,,,,,One year,f,Mailed check,20.25,172.35,f
3815-SLMEF,f,f,f,f,3,f,,DSL,t,Yes,No,No,Yes,No,No,Month-to-month,f,Mailed check,34.25,139.35,t
5154-VEKBL,f,f,f,f,9,f,,DSL,t,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,f,Mailed check,58.50,539.85,t
4324-AHJKS,f,f,f,f,5,t,f,DSL,t,Yes,No,Yes,No,No,No,Month-to-month,f,Credit card (automatic),55.80,300.40,f
4355-CVPVS,f,f,t,t,56,t,f,Fiber optic,t,No,No,No,No,Yes,Yes,One year,f,Bank transfer (automatic),88.90,4968.00,f
4495-LHSSK,f,f,f,t,18,t,t,DSL,t,Yes,No,No,No,No,No,Month-to-month,f,Mailed check,57.65,992.70,f
5655-JSMZM,t,t,f,f,49,t,t,Fiber optic,t,No,No,No,No,Yes,Yes,Month-to-month,t,Electronic check,96.20,4718.25,t
5915-ANOEI,t,f,t,f,70,t,t,DSL,t,Yes,Yes,Yes,Yes,Yes,No,Two year,f,Mailed check,79.15,5536.50,f
9861-PDSZP,f,f,f,f,72,t,t,Fiber optic,t,No,Yes,Yes,Yes,Yes,Yes,Two year,t,Credit card (automatic),108.05,7806.60,f
4505-EXZHB,f,t,f,f,6,t,f,Fiber optic,t,No,No,Yes,No,No,No,Month-to-month,f,Electronic check,74.40,434.10,t
7225-CBZPL,t,t,t,f,17,t,t,Fiber optic,t,No,No,No,No,Yes,Yes,Month-to-month,t,Electronic check,94.80,1563.90,f
6704-UTUKK,t,f,t,f,29,f,,DSL,t,No,No,No,No,Yes,Yes,Month-to-month,t,Electronic check,45.90,1332.40,f
4587-VVTOX,f,f,t,f,6,t,t,Fiber optic,t,No,Yes,Yes,No,Yes,Yes,Month-to-month,t,Electronic check,105.30,545.20,t
2019-HDCZY,t,f,t,f,63,t,t,Fiber optic,t,No,No,Yes,No,Yes,Yes,Two year,f,Electronic check,102.60,6296.75,f
4652-NNHNY,t,f,t,f,16,t,t,Fiber optic,t,No,No,No,No,No,No,Month-to-month,t,Bank transfer (automatic),73.85,1284.20,t
8788-DOXSU,t,f,f,f,59,t,f,DSL,t,No,No,Yes,No,No,Yes,One year,t,Bank transfer (automatic),61.35,3645.50,f
7404-JLKQG,f,f,f,f,3,t,f,DSL,t,No,No,Yes,No,Yes,No,Month-to-month,f,Electronic check,57.55,161.45,f
7421-ZLUPA,f,f,f,f,8,f,,DSL,t,No,Yes,No,No,No,No,Month-to-month,t,Mailed check,29.25,226.95,f
8972-HJWNV,f,t,t,f,7,t,t,Fiber optic,t,No,No,No,No,No,Yes,Month-to-month,t,Electronic check,84.55,646.85,t
3274-NSDWE,f,f,f,f,68,t,f,No,f,,,,,,,Two year,f,Credit card (automatic),19.60,1441.65,f
2632-IVXVF,f,f,t,t,68,t,t,Fiber optic,t,Yes,No,Yes,Yes,Yes,Yes,Two year,f,Credit card (automatic),111.75,7511.30,f
3692-JHONH,f,t,t,f,52,t,t,Fiber optic,t,No,Yes,Yes,No,Yes,Yes,One year,t,Electronic check,106.50,5621.85,f
8915-NNTRC,t,f,t,t,72,t,t,Fiber optic,t,Yes,Yes,No,Yes,Yes,Yes,Two year,t,Credit card (automatic),107.70,7919.80,f
5914-GXMDA,f,f,t,f,32,t,f,No,f,,,,,,,One year,f,Mailed check,19.30,593.20,f
7463-IFMQU,f,f,t,f,72,t,f,No,f,,,,,,,Two year,f,Bank transfer (automatic),20.05,1423.65,f
2920-RNCEZ,t,f,t,t,1,t,f,Fiber optic,t,No,No,No,No,No,No,Month-to-month,t,Credit card (automatic),69.95,69.95,f
2541-YGPKE,t,f,t,t,42,t,f,DSL,t,Yes,No,No,Yes,No,Yes,One year,f,Credit card (automatic),63.70,2763.35,f
8515-OCTJS,f,f,f,f,25,t,t,No,f,,,,,,,Two year,f,Credit card (automatic),24.75,692.10,t
5382-TEMLV,t,f,f,f,45,t,f,DSL,t,Yes,No,No,No,No,No,Month-to-month,t,Bank transfer (automatic),50.90,2298.55,f
3441-CGZJH,f,f,t,t,43,f,,DSL,t,Yes,No,Yes,Yes,Yes,Yes,One year,t,Credit card (automatic),60.40,2640.55,f
9592-ERDKV,t,f,t,f,37,t,t,DSL,t,Yes,No,Yes,No,Yes,Yes,One year,f,Mailed check,79.25,2911.80,f
2860-RANUS,f,t,f,f,20,t,t,Fiber optic,t,No,No,No,No,No,Yes,Month-to-month,t,Credit card (automatic),85.80,1727.50,t
5261-QSHQM,f,f,f,f,4,f,,DSL,t,No,No,No,No,No,No,Month-to-month,t,Electronic check,24.45,86.60,t
4778-IZARL,t,f,t,f,63,t,f,Fiber optic,t,Yes,Yes,Yes,Yes,Yes,Yes,Two year,t,Credit card (automatic),110.10,6705.70,f
0432-CAJZV,t,f,f,f,3,t,f,Fiber optic,t,No,No,No,No,Yes,Yes,Month-to-month,f,Mailed check,90.70,237.65,f
7008-LZVOZ,t,f,t,t,66,t,t,No,f,,,,,,,Two year,t,Credit card (automatic),25.30,1672.35,f
8868-WOZGU,t,f,f,f,28,t,t,Fiber optic,t,No,Yes,Yes,No,Yes,Yes,Month-to-month,t,Electronic check,105.70,2979.50,t
1200-TUZHR,f,t,f,f,8,t,t,Fiber optic,t,No,No,No,No,No,Yes,Month-to-month,f,Electronic check,85.20,695.75,f
9365-CSLBQ,t,f,f,t,71,t,t,No,f,,,,,,,Two year,f,Mailed check,24.35,1654.60,f
1334-FJSVR,t,f,f,f,1,f,,DSL,t,No,No,No,No,No,No,Month-to-month,t,Electronic check,24.25,24.25,t
5884-FBCTL,f,f,t,t,72,t,t,No,f,,,,,,,Two year,f,Bank transfer (automatic),25.10,1857.85,f
7130-CTCUS,t,t,t,f,16,t,f,DSL,t,Yes,Yes,No,No,No,No,Month-to-month,t,Bank transfer (automatic),54.55,825.10,f
6242-FEGFD,t,f,t,f,66,t,t,Fiber optic,t,Yes,Yes,Yes,Yes,No,No,Two year,f,Mailed check,96.60,6424.25,f
7625-XCQRH,f,f,f,f,11,t,t,Fiber optic,t,No,No,No,No,No,No,Month-to-month,t,Electronic check,76.50,837.95,t
6194-HBGQN,t,f,f,f,51,t,t,DSL,t,Yes,Yes,Yes,Yes,Yes,No,One year,t,Credit card (automatic),81.15,4126.20,f
7634-WSWDB,f,f,f,t,8,f,,DSL,t,Yes,No,No,No,No,Yes,Month-to-month,t,Electronic check,38.50,330.80,f
6986-IXNDM,t,f,f,f,14,t,f,Fiber optic,t,No,No,No,No,Yes,Yes,Month-to-month,t,Electronic check,92.90,1337.45,f
1731-TVIUK,f,f,f,f,4,t,t,Fiber optic,t,No,Yes,No,Yes,No,Yes,Month-to-month,t,Electronic check,93.50,362.20,t
2987-BJXIK,f,f,f,f,70,t,t,DSL,t,Yes,Yes,Yes,No,Yes,Yes,Two year,f,Mailed check,84.70,5991.05,f
9769-TSBZE,f,f,f,t,70,t,t,DSL,t,Yes,Yes,No,Yes,No,No,Two year,f,Electronic check,66.00,4891.50,f
0406-BPDVR,f,t,t,f,54,t,t,Fiber optic,t,No,Yes,No,No,Yes,Yes,One year,t,Credit card (automatic),101.50,5373.10,t
0618-XWMSS,t,f,f,t,28,t,f,Fiber optic,t,Yes,No,No,No,No,No,Month-to-month,t,Bank transfer (automatic),74.90,2068.55,t
1395-WSWXR,t,f,f,f,24,t,f,No,f,,,,,,,Two year,f,Mailed check,20.75,487.05,f
6023-GSSXW,f,f,t,f,69,t,f,DSL,t,No,Yes,No,No,No,Yes,Two year,t,Credit card (automatic),61.45,4131.20,f
6752-APNJL,t,f,t,t,42,t,f,DSL,t,Yes,Yes,No,No,No,No,Month-to-month,f,Mailed check,54.50,2301.15,f
5276-KQWHG,f,t,f,f,2,t,f,Fiber optic,t,No,No,No,No,No,No,Month-to-month,t,Electronic check,69.60,131.65,t
0420-HLGXF,f,t,f,f,39,t,t,Fiber optic,t,No,No,Yes,No,Yes,Yes,Month-to-month,t,Electronic check,99.75,4036.00,f
7446-KQISO,t,f,t,t,45,t,t,Fiber optic,t,No,Yes,Yes,Yes,Yes,Yes,Two year,t,Bank transfer (automatic),109.75,4900.65,f
9823-EALYC,t,f,t,t,72,t,t,DSL,t,Yes,Yes,Yes,Yes,Yes,No,Two year,t,Bank transfer (automatic),80.85,5727.45,f
0582-AVCLN,f,f,f,f,38,t,f,No,f,,,,,,,Two year,f,Mailed check,20.30,743.05,f
5803-NQJZO,t,f,t,f,72,t,t,DSL,t,Yes,Yes,Yes,Yes,No,No,Two year,t,Bank transfer (automatic),67.80,4804.65,f
2565-JSLRY,t,f,f,f,1,t,t,No,f,,,,,,,Month-to-month,t,Mailed check,24.05,24.05,t
2607-DHDAK,t,f,t,t,72,t,f,No,f,,,,,,,Two year,t,Credit card (automatic),19.80,1414.65,f
1073-XXCZD,t,f,t,f,55,t,t,No,f,,,,,,,Two year,f,Bank transfer (automatic),25.70,1443.65,f
0743-HRVFF,f,f,t,t,51,f,,DSL,t,No,No,Yes,Yes,Yes,Yes,One year,t,Electronic check,56.15,2898.95,f
4006-HKYHO,t,f,f,f,63,t,f,DSL,t,Yes,Yes,Yes,Yes,Yes,Yes,Two year,t,Bank transfer (automatic),86.70,5309.50,f
3727-JEZTU,f,f,f,f,1,t,f,No,f,,,,,,,Month-to-month,f,Mailed check,20.40,20.40,f
8143-ETQTI,f,f,t,t,23,t,f,No,f,,,,,,,Two year,t,Mailed check,19.65,451.55,f
6689-KXGBO,f,f,f,f,1,t,f,DSL,t,No,Yes,No,No,No,No,Month-to-month,f,Electronic check,50.55,50.55,t
9667-TKTVZ,f,f,f,f,2,t,t,DSL,t,No,No,No,Yes,No,No,Month-to-month,t,Mailed check,54.35,117.05,f
3657-COGMW,f,t,f,f,52,t,t,Fiber optic,t,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,f,Credit card (automatic),108.10,5839.30,f
8570-KLJYJ,f,f,f,f,36,t,t,DSL,t,Yes,No,No,No,No,No,One year,f,Mailed check,54.45,1893.50,f
7754-IXRMC,f,f,f,f,1,t,f,DSL,t,No,No,No,No,No,No,Month-to-month,f,Mailed check,45.35,45.35,f
9473-CBZOP,f,f,f,f,28,t,t,DSL,t,Yes,No,Yes,No,No,No,One year,f,Mailed check,59.00,1654.45,f
2969-WGHQO,f,f,t,t,7,t,f,DSL,t,Yes,Yes,Yes,No,Yes,No,One year,f,Electronic check,69.45,477.05,f
6615-NGGZJ,t,f,f,f,14,t,t,Fiber optic,t,No,Yes,No,No,Yes,Yes,Month-to-month,t,Electronic check,100.55,1415.55,t
4334-HOWRP,t,t,t,f,72,f,,DSL,t,Yes,Yes,Yes,Yes,Yes,Yes,Two year,t,Credit card (automatic),64.95,4546.00,f
4255-DDUOU,f,f,t,t,1,t,f,No,f,,,,,,,Month-to-month,t,Mailed check,20.50,20.50,t
5863-OOKCL,f,f,f,f,10,t,f,No,f,,,,,,,Month-to-month,f,Mailed check,18.85,163.20,f
1686-STUHN,t,f,f,f,42,t,f,No,f,,,,,,,One year,f,Bank transfer (automatic),19.80,849.90,f
1329-VHWNP,f,f,f,f,7,f,,DSL,t,No,No,No,No,No,No,Month-to-month,f,Bank transfer (automatic),25.05,189.95,f
2984-MIIZL,t,f,f,f,4,t,f,Fiber optic,t,No,No,Yes,No,No,No,Month-to-month,t,Bank transfer (automatic),74.80,321.90,t
0266-GMEAO,t,f,t,t,72,t,t,Fiber optic,t,Yes,Yes,Yes,Yes,Yes,Yes,Two year,t,Credit card (automatic),114.30,8058.55,f
5590-YRFJT,f,f,t,f,20,f,,DSL,t,No,No,No,No,No,No,Month-to-month,t,Electronic check,24.45,482.80,t
5574-NXZIU,t,f,f,f,63,t,f,Fiber optic,t,Yes,Yes,Yes,Yes,Yes,Yes,Two year,f,Credit card (automatic),109.20,7049.75,f
0019-GFNTW,f,f,f,f,56,f,,DSL,t,Yes,Yes,Yes,Yes,No,No,Two year,f,Bank transfer (automatic),45.05,2560.10,f
4256-ZWTZI,f,f,f,t,5,t,f,DSL,t,No,No,No,Yes,No,No,Month-to-month,t,Mailed check,51.00,286.80,f
8309-PPCED,f,f,t,f,72,t,t,Fiber optic,t,No,Yes,Yes,Yes,Yes,Yes,Two year,t,Bank transfer (automatic),110.45,7982.50,f
4098-NAUKP,t,t,t,t,68,t,t,Fiber optic,t,No,Yes,Yes,No,No,No,Month-to-month,t,Electronic check,84.65,5683.60,f
5196-WPYOW,t,f,t,t,67,t,f,DSL,t,Yes,Yes,No,Yes,No,No,One year,f,Mailed check,60.05,3994.05,f
4608-LCIMN,t,f,t,t,8,t,f,DSL,t,No,No,No,No,No,No,Month-to-month,f,Bank transfer (automatic),44.65,369.15,f
1485-YDHMM,t,f,t,t,52,t,t,Fiber optic,t,No,Yes,No,Yes,No,Yes,Month-to-month,t,Bank transfer (automatic),93.25,4631.70,f
4054-CUMIA,f,f,t,t,18,t,f,No,f,,,,,,,Month-to-month,t,Mailed check,20.25,401.95,f
0603-TPMIB,f,f,t,t,59,t,t,No,f,,,,,,,Two year,f,Mailed check,25.45,1534.05,f
2525-GVKQU,f,f,f,f,60,t,f,No,f,,,,,,,Two year,f,Mailed check,20.60,1093.00,f
8161-QYMTT,t,f,f,f,7,t,t,Fiber optic,t,No,No,No,No,Yes,Yes,Month-to-month,t,Electronic check,94.10,701.30,f
9581-GVBXT,t,f,t,t,59,f,,DSL,t,Yes,No,Yes,No,No,No,One year,f,Mailed check,34.80,1980.30,f
5862-BRIXZ,t,f,f,f,46,f,,DSL,t,Yes,No,Yes,Yes,Yes,Yes,Two year,t,Bank transfer (automatic),60.75,2893.40,f
5404-GGUKR,t,f,f,f,5,t,f,DSL,t,No,Yes,No,No,No,No,Month-to-month,t,Electronic check,51.35,262.30,f
3308-JSGML,t,t,t,f,59,f,,DSL,t,Yes,No,Yes,Yes,Yes,Yes,Two year,t,Credit card (automatic),64.05,3886.85,f
2126-GSEGL,f,f,t,f,70,t,t,DSL,t,No,Yes,Yes,Yes,Yes,Yes,Two year,t,Bank transfer (automatic),84.80,5917.55,f
3677-TNKIO,f,f,f,f,14,t,f,Fiber optic,t,No,No,No,No,No,No,Month-to-month,t,Credit card (automatic),71.00,914.00,t
0440-QEXBZ,f,f,f,f,44,t,t,DSL,t,No,No,No,No,No,No,Month-to-month,t,Mailed check,50.15,2139.10,f
2434-EEVDB,f,f,t,f,64,t,t,Fiber optic,t,Yes,No,Yes,No,Yes,No,Two year,t,Credit card (automatic),94.60,5948.70,f
6762-QVYJO,f,f,t,t,58,f,,DSL,t,Yes,No,Yes,Yes,Yes,Yes,Two year,f,Mailed check,59.75,3624.35,f
6199-IWKGC,f,t,t,f,46,t,t,Fiber optic,t,No,No,No,Yes,Yes,Yes,One year,f,Electronic check,100.25,4753.85,f
2675-DHUTR,t,t,t,f,58,t,t,Fiber optic,t,No,Yes,No,No,Yes,Yes,Month-to-month,t,Electronic check,98.90,5780.70,f
8152-VETUR,f,f,t,f,72,t,t,Fiber optic,t,No,Yes,No,No,Yes,Yes,Two year,t,Credit card (automatic),97.70,6869.70,f
9667-EQRXU,f,t,f,f,30,f,,DSL,t,No,No,Yes,No,Yes,No,Month-to-month,t,Electronic check,40.30,1172.95,t
7446-YPODE,t,t,f,f,11,t,t,DSL,t,Yes,Yes,No,No,No,No,Month-to-month,f,Bank transfer (automatic),60.25,662.95,f
9522-BNTHX,f,t,f,f,34,f,,DSL,t,No,Yes,Yes,No,Yes,Yes,Month-to-month,t,Electronic check,56.25,1765.95,f
4676-WLUHT,t,f,f,f,54,f,,DSL,t,Yes,Yes,No,No,No,Yes,Two year,f,Bank transfer (automatic),46.20,2431.95,f
3329-WDIOK,f,f,f,f,3,f,,DSL,t,No,Yes,No,No,Yes,Yes,Month-to-month,t,Electronic check,50.60,155.35,t
7980-MHFLQ,f,f,t,t,72,t,t,No,f,,,,,,,Two year,f,Mailed check,24.90,1859.20,f
2873-ZLIWT,f,f,t,t,40,t,t,Fiber optic,t,No,No,Yes,Yes,No,No,Month-to-month,t,Electronic check,84.85,3303.05,t
3415-TAILE,f,f,t,t,2,t,f,DSL,t,No,No,No,No,Yes,Yes,Month-to-month,f,Mailed check,65.70,134.35,t
0757-WCUUZ,t,f,t,t,54,t,t,DSL,t,No,No,Yes,No,No,Yes,Two year,f,Credit card (automatic),63.35,3409.10,f
1629-DQQVB,f,f,f,f,14,t,f,DSL,t,Yes,No,No,No,No,No,Month-to-month,f,Bank transfer (automatic),50.10,709.50,f
